timestamp,location_id,traffic_volume,avg_vehicle_speed,vehicle_count_cars,vehicle_count_trucks,vehicle_count_bikes,weather_condition,temperature,humidity,accident_reported,signal_status
2024-01-01 09:10:00,8,465,32.21,146,0,13,Foggy,14.31,41.38,0,Red
2024-01-01 09:20:00,1,434,37.74,164,0,0,Rainy,18.38,21.95,0,Green
2024-01-01 09:30:00,3,530,23.84,256,176,127,Cloudy,14.44,67.74,0,Green
2024-01-01 09:40:00,2,436,82.75,301,2,56,Foggy,21.53,22.95,0,Green
2024-01-01 09:50:00,7,461,30.85,209,0,6,Cloudy,15.05,44.31,0,Green
2024-01-01 10:00:00,1,590,22.16,284,0,0,Rainy,27.61,60.63,0,Red
2024-01-01 10:10:00,7,488,42.79,294,0,17,Foggy,13.2,108.6,0,Yellow
2024-01-01 10:20:00,5,529,26.98,0,24,22,Rainy,25.11,77.99,0,Green
2024-01-01 10:30:00,3,306,22.36,0,148,0,Stormy,21.89,53.44,0,Yellow
2024-01-01 10:40:00,3,786,54.65,223,0,0,Foggy,17.87,85.67,0,Red
2024-01-01 10:50:00,9,868,29.73,644,0,30,Rainy,20.56,54.97,0,Red
2024-01-01 11:00:00,8,459,10.67,94,19,42,Foggy,26.61,42.78,0,Green
2024-01-01 11:10:00,7,878,12.08,343,0,17,Cloudy,21.16,23.55,0,Yellow
2024-01-01 11:20:00,6,543,13.03,0,58,40,Foggy,25.15,51.18,0,Green
2024-01-01 11:30:00,9,789,31.9,586,63,0,Foggy,20.71,70.12,0,Red
2024-01-01 11:40:00,7,382,27.99,354,0,15,Stormy,25.93,71.33,0,Yellow
2024-01-01 11:50:00,6,1019,19.72,522,37,0,Sunny,20.74,75.3,0,Green
2024-01-01 12:00:00,9,368,12.73,245,0,0,Stormy,33.98,40.36,0,Yellow
2024-01-01 12:10:00,5,1033,18.33,476,75,34,Cloudy,31.2,82.35,0,Red
2024-01-01 12:20:00,9,1059,20.61,511,110,32,Cloudy,25.93,53.34,0,Red
2024-01-01 12:30:00,7,915,5.0,336,59,0,Sunny,20.32,59.34,0,Green
2024-01-01 12:40:00,3,1071,19.62,451,118,55,Cloudy,27.36,42.74,0,Green
2024-01-01 12:50:00,9,402,12.18,0,8,0,Stormy,24.4,34.91,0,Green
2024-01-01 13:00:00,1,472,21.23,206,0,18,Stormy,30.67,30.48,0,Green
2024-01-01 13:10:00,2,446,5.0,0,8,58,Stormy,24.04,31.64,0,Red
2024-01-01 13:20:00,2,640,26.71,428,237,12,Stormy,30.45,35.98,0,Red
2024-01-01 13:30:00,4,897,20.77,195,2,44,Cloudy,26.15,44.82,0,Green
2024-01-01 13:40:00,9,832,61.06,288,53,92,Cloudy,24.0,34.28,0,Yellow
2024-01-01 13:50:00,5,1107,23.34,798,10,43,Sunny,23.65,50.82,0,Red
2024-01-01 14:00:00,2,845,9.36,377,0,63,Cloudy,22.83,29.74,0,Red
2024-01-01 14:10:00,5,772,29.56,223,0,27,Cloudy,34.63,30.06,0,Red
2024-01-01 14:20:00,5,983,17.7,516,149,27,Cloudy,31.81,77.38,0,Green
2024-01-01 14:30:00,7,571,33.31,460,0,0,Foggy,20.82,52.54,0,Green
2024-01-01 14:40:00,5,978,31.11,439,142,0,Cloudy,28.09,25.25,0,Yellow
2024-01-01 14:50:00,6,541,23.1,240,3,30,Foggy,23.79,105.54,0,Green
2024-01-01 15:00:00,8,565,11.58,160,38,0,Rainy,29.62,55.2,0,Red
2024-01-01 15:10:00,8,699,5.0,163,0,0,Cloudy,35.69,74.63,0,Red
2024-01-01 15:20:00,5,722,38.54,434,236,71,Rainy,29.9,66.18,0,Green
2024-01-01 15:30:00,7,977,29.68,329,0,0,Sunny,31.89,49.99,0,Yellow
2024-01-01 15:40:00,6,581,33.0,199,63,1,Sunny,35.19,40.77,0,Yellow
2024-01-01 15:50:00,4,603,5.0,569,0,69,Cloudy,35.65,42.97,0,Red
2024-01-01 16:00:00,6,434,29.83,0,59,0,Rainy,29.51,37.32,0,Yellow
2024-01-01 16:10:00,8,636,37.57,49,0,43,Sunny,35.38,59.2,0,Red
2024-01-01 16:20:00,1,311,43.71,0,135,0,Rainy,30.5,56.07,0,Green
2024-01-01 16:30:00,1,10,76.78,260,35,0,Stormy,22.38,40.75,0,Red
2024-01-01 16:40:00,1,173,26.62,124,95,0,Stormy,30.07,45.31,0,Red
2024-01-01 16:50:00,9,525,23.99,455,60,25,Sunny,24.88,56.52,0,Yellow
2024-01-01 17:00:00,7,506,25.33,282,50,42,Cloudy,31.73,42.03,0,Yellow
2024-01-01 17:10:00,3,57,43.57,230,0,25,Foggy,28.36,64.66,0,Yellow
2024-01-01 17:20:00,2,301,41.12,225,0,12,Stormy,35.4,69.88,0,Green
2024-01-01 17:30:00,9,93,48.52,0,0,0,Stormy,26.44,86.99,0,Green
2024-01-01 17:40:00,3,92,41.4,0,24,0,Foggy,27.07,55.04,0,Green
2024-01-01 17:50:00,2,266,32.99,244,57,0,Foggy,25.2,84.67,0,Red
2024-01-01 18:00:00,4,217,49.67,0,145,0,Rainy,24.88,39.7,0,Green
2024-01-01 18:10:00,9,292,42.26,63,53,68,Rainy,30.03,48.93,0,Red
2024-01-01 18:20:00,2,170,47.16,136,0,52,Rainy,31.35,41.6,0,Red
2024-01-01 18:30:00,8,201,28.66,193,4,0,Rainy,21.4,56.07,0,Red
2024-01-01 18:40:00,9,10,70.02,120,7,9,Foggy,22.56,56.49,0,Yellow
2024-01-01 18:50:00,9,276,23.33,0,228,0,Foggy,23.97,36.64,0,Green
2024-01-01 19:00:00,8,18,27.79,0,0,0,Cloudy,33.82,28.27,0,Red
2024-01-01 19:10:00,7,40,31.01,94,0,0,Rainy,29.72,36.79,0,Green
2024-01-01 19:20:00,4,136,42.71,101,69,7,Foggy,23.79,67.93,0,Red
2024-01-01 19:30:00,7,98,48.86,0,0,0,Foggy,29.39,36.79,0,Yellow
2024-01-01 19:40:00,4,131,63.13,207,0,1,Stormy,33.11,49.67,0,Yellow
2024-01-01 19:50:00,9,402,40.78,165,0,0,Rainy,33.66,68.07,0,Red
2024-01-01 20:00:00,9,438,20.11,151,98,50,Cloudy,18.22,49.29,0,Red
2024-01-01 20:10:00,6,303,46.29,0,109,14,Stormy,21.81,51.58,0,Red
2024-01-01 20:20:00,1,221,64.19,256,0,0,Rainy,18.88,63.91,0,Yellow
2024-01-01 20:30:00,6,283,15.58,172,0,57,Sunny,21.21,53.74,0,Green
2024-01-01 20:40:00,8,211,24.29,100,0,0,Rainy,20.25,50.7,0,Red
2024-01-01 20:50:00,2,287,29.17,0,0,92,Foggy,16.49,12.35,0,Green
2024-01-01 21:00:00,7,458,65.69,200,75,0,Sunny,20.83,28.03,0,Yellow
2024-01-01 21:10:00,5,236,33.52,321,45,59,Foggy,21.33,61.53,0,Yellow
2024-01-01 21:20:00,2,497,33.09,88,144,9,Rainy,27.27,36.68,0,Green
2024-01-01 21:30:00,9,339,29.32,0,0,45,Foggy,21.54,25.51,0,Red
2024-01-01 21:40:00,5,328,31.59,84,33,68,Cloudy,19.34,52.88,0,Red
2024-01-01 21:50:00,7,157,59.09,90,134,0,Stormy,19.58,60.73,0,Red
2024-01-01 22:00:00,8,263,34.57,37,0,0,Foggy,18.06,40.78,0,Yellow
2024-01-01 22:10:00,4,547,41.43,0,20,0,Foggy,24.43,18.95,0,Red
2024-01-01 22:20:00,4,960,26.09,193,109,109,Rainy,21.67,24.3,0,Green
2024-01-01 22:30:00,3,808,26.16,206,20,0,Cloudy,19.52,53.56,0,Red
2024-01-01 22:40:00,7,671,22.95,295,0,0,Sunny,24.08,62.45,1,Yellow
2024-01-01 22:50:00,3,608,5.31,418,113,0,Sunny,19.18,89.67,0,Red
2024-01-01 23:00:00,5,503,40.22,436,0,55,Foggy,23.28,36.29,0,Red
2024-01-01 23:10:00,5,855,5.0,234,191,26,Cloudy,23.03,66.16,0,Green
2024-01-01 23:20:00,6,892,42.43,434,87,57,Rainy,10.36,47.06,0,Yellow
2024-01-01 23:30:00,9,824,8.3,86,52,102,Cloudy,24.94,27.61,0,Green
2024-01-01 23:40:00,7,682,22.24,170,179,0,Foggy,7.84,-0.74,0,Red
2024-01-01 23:50:00,7,386,58.42,174,27,42,Stormy,18.81,70.34,1,Yellow
2024-01-02 00:00:00,5,1127,9.38,436,74,0,Sunny,16.31,44.64,0,Yellow
2024-01-02 00:10:00,6,1081,18.31,455,152,0,Rainy,13.93,53.64,0,Yellow
2024-01-02 00:20:00,7,1004,30.54,400,134,18,Sunny,3.94,48.62,0,Yellow
2024-01-02 00:30:00,2,420,25.46,222,81,73,Stormy,22.26,15.72,0,Yellow
2024-01-02 00:40:00,8,695,40.83,414,23,0,Foggy,13.02,36.76,0,Green
2024-01-02 00:50:00,8,759,46.01,115,23,59,Rainy,22.54,61.6,0,Green
2024-01-02 01:00:00,9,1393,17.16,624,0,3,Cloudy,13.73,57.06,0,Green
2024-01-02 01:10:00,8,1597,29.32,775,71,86,Sunny,9.57,63.79,0,Red
2024-01-02 01:20:00,9,1150,13.95,270,0,75,Sunny,13.65,48.91,0,Yellow
2024-01-02 01:30:00,8,500,49.46,536,152,63,Stormy,13.1,78.37,0,Green
2024-01-02 01:40:00,9,946,28.54,321,69,8,Sunny,5.76,19.15,0,Green
2024-01-02 01:50:00,3,754,21.48,59,114,40,Rainy,15.66,67.1,0,Red
2024-01-02 02:00:00,2,596,41.58,447,171,50,Foggy,14.12,50.43,0,Red
2024-01-02 02:10:00,6,692,5.0,431,160,46,Foggy,6.98,56.81,0,Green
2024-01-02 02:20:00,3,738,37.44,429,0,36,Rainy,19.29,49.49,0,Green
2024-01-02 02:30:00,7,455,38.36,0,126,0,Foggy,12.22,14.22,0,Green
2024-01-02 02:40:00,1,909,11.26,541,228,30,Sunny,21.79,37.03,0,Green
2024-01-02 02:50:00,1,1415,5.0,583,0,55,Sunny,16.76,32.24,0,Red
2024-01-02 03:00:00,1,578,5.0,132,0,0,Rainy,16.02,60.38,0,Yellow
2024-01-02 03:10:00,7,230,61.83,17,0,56,Stormy,9.43,41.99,0,Green
2024-01-02 03:20:00,9,260,34.88,0,22,0,Stormy,15.03,47.13,0,Red
2024-01-02 03:30:00,8,745,44.06,164,0,0,Cloudy,20.58,31.81,0,Yellow
2024-01-02 03:40:00,7,544,74.79,9,0,0,Cloudy,2.36,57.44,0,Green
2024-01-02 03:50:00,1,614,5.0,181,62,0,Cloudy,8.21,66.51,0,Red
2024-01-02 04:00:00,7,559,31.69,282,0,0,Cloudy,9.11,52.09,0,Yellow
2024-01-02 04:10:00,8,687,13.94,382,0,21,Sunny,0.52,37.57,0,Green
2024-01-02 04:20:00,6,351,33.56,111,46,35,Cloudy,9.64,14.25,0,Yellow
2024-01-02 04:30:00,1,127,37.48,146,105,0,Stormy,8.81,54.81,0,Yellow
2024-01-02 04:40:00,2,277,31.1,345,3,0,Rainy,10.36,28.35,0,Red
2024-01-02 04:50:00,2,597,7.13,355,0,24,Rainy,6.19,74.13,0,Red
2024-01-02 05:00:00,8,117,48.05,92,59,67,Stormy,15.28,28.44,0,Green
2024-01-02 05:10:00,9,580,25.32,0,0,0,Rainy,11.34,62.74,0,Green
2024-01-02 05:20:00,5,309,62.52,88,0,0,Cloudy,12.63,56.05,0,Yellow
2024-01-02 05:30:00,1,414,25.52,277,0,0,Cloudy,17.42,95.97,0,Green
2024-01-02 05:40:00,1,184,19.74,162,0,37,Foggy,6.33,41.4,0,Yellow
2024-01-02 05:50:00,9,494,35.26,227,130,0,Sunny,8.66,40.54,0,Yellow
2024-01-02 06:00:00,9,160,40.41,386,81,53,Cloudy,12.97,82.11,0,Yellow
2024-01-02 06:10:00,7,220,39.25,0,64,0,Sunny,14.73,51.44,1,Green
2024-01-02 06:20:00,6,316,48.03,53,85,1,Rainy,16.28,32.86,0,Red
2024-01-02 06:30:00,7,18,30.34,312,0,0,Rainy,10.68,56.85,0,Yellow
2024-01-02 06:40:00,8,183,44.96,201,0,38,Cloudy,17.58,72.73,0,Green
2024-01-02 06:50:00,8,223,47.69,130,26,19,Rainy,10.03,65.31,0,Red
2024-01-02 07:00:00,2,277,34.05,311,0,37,Sunny,18.77,82.69,0,Red
2024-01-02 07:10:00,2,315,33.11,66,145,0,Sunny,9.7,40.49,0,Yellow
2024-01-02 07:20:00,4,300,35.79,243,39,14,Sunny,15.86,28.44,0,Yellow
2024-01-02 07:30:00,1,307,26.45,280,77,11,Sunny,7.25,95.22,0,Red
2024-01-02 07:40:00,8,236,31.22,0,0,0,Cloudy,19.88,75.14,0,Red
2024-01-02 07:50:00,8,125,72.78,104,0,0,Stormy,7.77,30.36,0,Yellow
2024-01-02 08:00:00,1,251,21.76,481,21,38,Stormy,18.85,71.46,0,Green
2024-01-02 08:10:00,3,623,16.37,0,35,65,Cloudy,3.51,33.41,0,Green
2024-01-02 08:20:00,1,501,33.04,0,0,66,Cloudy,14.18,27.35,0,Red
2024-01-02 08:30:00,4,197,43.99,152,0,2,Rainy,19.09,71.97,0,Green
2024-01-02 08:40:00,3,359,42.05,190,0,0,Sunny,26.52,79.11,0,Yellow
2024-01-02 08:50:00,8,325,31.87,306,28,25,Rainy,14.83,34.75,0,Red
2024-01-02 09:00:00,3,392,41.1,226,174,58,Stormy,11.27,65.47,0,Red
2024-01-02 09:10:00,2,273,65.0,83,17,65,Stormy,24.54,73.97,0,Green
2024-01-02 09:20:00,6,134,35.43,0,145,0,Stormy,25.49,42.94,0,Green
2024-01-02 09:30:00,3,653,34.43,285,73,0,Sunny,7.49,50.85,0,Green
2024-01-02 09:40:00,5,449,47.35,164,65,0,Cloudy,23.79,47.44,0,Yellow
2024-01-02 09:50:00,5,82,32.79,8,0,72,Foggy,16.88,39.7,0,Green
2024-01-02 10:00:00,2,719,5.0,113,38,6,Sunny,17.36,8.68,0,Green
2024-01-02 10:10:00,9,783,5.0,420,226,12,Sunny,13.92,74.32,0,Red
2024-01-02 10:20:00,2,706,10.35,235,0,0,Sunny,17.52,39.28,0,Green
2024-01-02 10:30:00,2,579,25.47,372,14,23,Sunny,22.72,40.65,0,Green
2024-01-02 10:40:00,6,783,5.0,310,0,0,Sunny,19.12,39.68,0,Red
2024-01-02 10:50:00,3,471,23.69,238,0,0,Rainy,19.61,35.6,0,Yellow
2024-01-02 11:00:00,9,725,47.82,411,0,24,Cloudy,28.81,50.36,0,Yellow
2024-01-02 11:10:00,6,506,31.42,159,82,63,Foggy,20.39,80.92,0,Yellow
2024-01-02 11:20:00,8,711,25.04,332,0,25,Foggy,34.59,63.78,0,Green
2024-01-02 11:30:00,8,596,39.22,201,0,3,Foggy,36.02,61.49,0,Green
2024-01-02 11:40:00,8,976,44.32,259,92,0,Sunny,21.09,27.62,0,Green
2024-01-02 11:50:00,3,311,5.0,337,0,17,Stormy,26.8,38.31,0,Green
2024-01-02 12:00:00,7,560,60.89,63,0,4,Stormy,24.94,17.65,0,Red
2024-01-02 12:10:00,3,683,30.83,244,0,2,Foggy,39.85,23.34,0,Green
2024-01-02 12:20:00,9,1106,15.11,298,0,16,Sunny,19.98,49.88,0,Yellow
2024-01-02 12:30:00,1,551,19.03,0,0,94,Stormy,19.29,47.55,0,Green
2024-01-02 12:40:00,5,1442,5.0,302,166,27,Cloudy,18.67,65.68,0,Green
2024-01-02 12:50:00,7,737,45.24,505,51,72,Stormy,26.52,70.27,0,Red
2024-01-02 13:00:00,4,1254,5.0,526,73,28,Rainy,21.73,29.7,0,Green
2024-01-02 13:10:00,3,612,27.64,0,0,0,Foggy,36.9,21.6,0,Yellow
2024-01-02 13:20:00,9,1099,5.0,506,95,14,Cloudy,28.76,2.26,0,Green
2024-01-02 13:30:00,9,403,19.15,320,0,8,Stormy,37.87,59.03,0,Green
2024-01-02 13:40:00,2,979,5.0,283,139,95,Sunny,26.66,17.94,0,Red
2024-01-02 13:50:00,6,482,5.0,203,48,44,Foggy,31.18,68.34,0,Yellow
2024-01-02 14:00:00,6,841,24.16,199,0,0,Rainy,30.32,33.35,0,Green
2024-01-02 14:10:00,7,629,29.42,103,0,18,Rainy,28.08,57.43,0,Green
2024-01-02 14:20:00,1,573,39.72,0,54,31,Rainy,24.83,50.0,0,Green
2024-01-02 14:30:00,2,377,40.79,329,29,19,Stormy,28.36,72.14,0,Red
2024-01-02 14:40:00,4,774,8.55,142,0,0,Rainy,35.36,59.16,0,Yellow
2024-01-02 14:50:00,2,865,16.94,201,63,50,Cloudy,21.0,21.76,0,Yellow
2024-01-02 15:00:00,6,514,17.36,0,0,18,Rainy,34.74,54.4,0,Green
2024-01-02 15:10:00,7,568,41.86,21,20,3,Rainy,39.37,75.25,0,Yellow
2024-01-02 15:20:00,9,170,44.23,0,0,0,Stormy,30.12,30.72,0,Green
2024-01-02 15:30:00,7,638,22.73,455,45,0,Rainy,24.61,50.34,0,Yellow
2024-01-02 15:40:00,6,714,27.97,431,0,4,Rainy,23.41,52.81,0,Yellow
2024-01-02 15:50:00,5,612,5.0,64,51,0,Cloudy,31.11,49.31,1,Yellow
2024-01-02 16:00:00,5,574,14.63,103,50,0,Sunny,25.61,37.39,0,Red
2024-01-02 16:10:00,9,385,51.84,5,0,20,Cloudy,27.89,41.25,0,Red
2024-01-02 16:20:00,8,374,48.73,362,4,8,Stormy,35.43,11.3,0,Yellow
2024-01-02 16:30:00,5,498,52.47,135,49,0,Sunny,18.6,32.83,0,Yellow
2024-01-02 16:40:00,1,309,41.01,35,112,50,Rainy,39.83,65.36,0,Yellow
2024-01-02 16:50:00,6,581,20.9,247,0,0,Cloudy,39.71,45.49,0,Red
2024-01-02 17:00:00,6,309,61.64,350,0,29,Rainy,31.28,30.66,0,Yellow
2024-01-02 17:10:00,9,277,72.09,396,45,0,Cloudy,30.64,73.85,0,Yellow
2024-01-02 17:20:00,2,310,36.25,92,0,45,Cloudy,22.63,51.42,0,Green
2024-01-02 17:30:00,7,491,19.34,557,0,1,Sunny,28.31,72.85,0,Red
2024-01-02 17:40:00,8,123,7.89,269,86,0,Stormy,29.58,57.37,0,Green
2024-01-02 17:50:00,1,60,51.84,77,0,2,Stormy,23.14,90.97,0,Yellow
2024-01-02 18:00:00,6,167,66.94,268,0,29,Sunny,28.02,52.21,0,Red
2024-01-02 18:10:00,3,235,46.67,62,28,0,Sunny,31.21,54.88,0,Red
2024-01-02 18:20:00,3,199,48.48,92,0,32,Sunny,34.7,45.98,0,Yellow
2024-01-02 18:30:00,7,228,49.33,130,153,0,Stormy,26.02,76.06,0,Yellow
2024-01-02 18:40:00,8,393,48.51,165,3,20,Sunny,23.68,61.19,0,Yellow
2024-01-02 18:50:00,7,141,56.63,61,0,31,Rainy,27.79,62.31,0,Green
2024-01-02 19:00:00,5,66,24.73,127,31,22,Stormy,31.76,76.04,0,Yellow
2024-01-02 19:10:00,3,254,50.6,0,0,16,Foggy,28.97,42.19,0,Green
2024-01-02 19:20:00,5,165,36.17,0,0,0,Foggy,32.06,51.96,0,Red
2024-01-02 19:30:00,4,256,20.92,99,0,28,Rainy,26.58,40.35,0,Red
2024-01-02 19:40:00,7,100,51.43,117,69,0,Stormy,24.32,44.71,0,Green
2024-01-02 19:50:00,4,306,58.83,159,120,32,Sunny,29.36,43.2,0,Yellow
2024-01-02 20:00:00,6,309,40.51,260,54,30,Rainy,14.06,5.89,0,Yellow
2024-01-02 20:10:00,1,351,31.63,148,84,3,Stormy,21.36,42.57,0,Yellow
2024-01-02 20:20:00,4,542,33.77,22,70,25,Cloudy,25.24,35.35,0,Yellow
2024-01-02 20:30:00,2,243,37.39,35,234,0,Stormy,18.08,70.84,0,Yellow
2024-01-02 20:40:00,8,194,49.35,0,0,5,Stormy,22.24,32.34,0,Yellow
2024-01-02 20:50:00,6,199,41.5,17,0,63,Foggy,29.82,69.35,0,Red
2024-01-02 21:00:00,4,376,58.14,0,133,8,Cloudy,27.97,20.27,0,Red
2024-01-02 21:10:00,7,459,42.21,136,0,49,Rainy,20.43,35.16,0,Red
2024-01-02 21:20:00,3,450,40.59,573,0,0,Foggy,19.9,61.86,0,Yellow
2024-01-02 21:30:00,6,548,5.0,241,0,0,Cloudy,25.34,36.82,0,Red
2024-01-02 21:40:00,7,225,57.54,0,20,54,Foggy,23.32,83.67,0,Yellow
2024-01-02 21:50:00,4,274,5.0,273,5,0,Stormy,22.27,41.23,0,Green
2024-01-02 22:00:00,4,451,41.95,0,1,22,Stormy,15.94,38.22,0,Yellow
2024-01-02 22:10:00,4,638,10.76,246,2,7,Cloudy,19.54,57.75,0,Red
2024-01-02 22:20:00,1,720,25.9,32,33,0,Sunny,14.69,26.35,0,Red
2024-01-02 22:30:00,5,515,15.11,275,86,6,Foggy,21.12,33.84,0,Green
2024-01-02 22:40:00,4,475,31.86,156,11,14,Foggy,18.29,59.0,0,Green
2024-01-02 22:50:00,3,819,53.03,321,42,41,Sunny,21.83,48.26,0,Red
2024-01-02 23:00:00,3,1064,18.51,355,6,42,Sunny,18.17,39.95,0,Red
2024-01-02 23:10:00,9,335,35.19,31,76,0,Stormy,14.36,69.86,0,Yellow
2024-01-02 23:20:00,7,817,40.68,415,0,21,Cloudy,11.77,76.95,0,Yellow
2024-01-02 23:30:00,7,740,36.19,248,0,0,Cloudy,17.58,47.28,0,Yellow
2024-01-02 23:40:00,3,839,5.0,231,105,23,Cloudy,10.71,58.11,0,Red
2024-01-02 23:50:00,7,1363,14.49,317,55,65,Cloudy,23.2,63.71,0,Yellow
2024-01-03 00:00:00,2,662,55.83,40,68,0,Foggy,16.73,48.34,0,Green
2024-01-03 00:10:00,9,731,6.49,336,0,0,Rainy,18.98,92.32,0,Red
2024-01-03 00:20:00,8,847,24.83,366,0,0,Rainy,17.81,69.9,0,Red
2024-01-03 00:30:00,5,906,55.98,174,0,33,Rainy,19.77,17.88,0,Red
2024-01-03 00:40:00,9,297,22.65,0,0,37,Stormy,4.62,43.3,0,Yellow
2024-01-03 00:50:00,6,455,16.88,0,49,0,Foggy,16.39,33.92,0,Green
2024-01-03 01:00:00,3,903,6.06,635,27,6,Rainy,15.39,71.43,0,Red
2024-01-03 01:10:00,5,918,24.66,413,0,0,Sunny,15.91,56.22,0,Yellow
2024-01-03 01:20:00,3,956,16.99,493,129,7,Rainy,14.38,87.44,0,Red
2024-01-03 01:30:00,1,589,22.14,157,0,8,Foggy,2.34,76.86,0,Yellow
2024-01-03 01:40:00,1,520,53.61,195,0,0,Stormy,8.15,33.45,0,Green
2024-01-03 01:50:00,6,771,18.2,287,51,20,Rainy,3.11,76.63,0,Yellow
2024-01-03 02:00:00,8,864,28.0,79,106,44,Foggy,10.12,38.61,0,Red
